citizenid,total_property_owned,years_at_current_address,zipcode,address
95758,3,5,78961,"74389 Lee Ridge Apt. 442, North Brian, MI 78961"
29221,1,6,73072,"PSC 7402, Box 5960, APO AA 73072"
17817,1,4,17462,"72510 Nunez Shoals Apt. 316, West Bryanberg, MA 17462"
91475,1,5,93492,"83332 Mark Pike, Grahamburgh, NE 93492"
22372,1,9,20706,"PSC 3516, Box 3780, APO AP 20706"
53546,1,7,39609,"227 Blake Drive Apt. 313, Frankstad, OR 39609"
68262,1,7,5520,"Unit 6402 Box 8801, DPO AE 05520"
35492,5,9,90230,"1944 Danny Estates, Port Traciton, GA 90230"
28622,2,10,51031,"7914 Peter Dam, New Michael, SC 51031"
67217,1,9,75116,"467 White Glens Apt. 669, Wilsonland, IN 75116"
55596,1,8,91900,"399 Jeanette Stream, East Sylviamouth, SD 91900"
71912,1,5,55677,"3549 Delacruz Squares Suite 172, East Tracy, MO 55677"
41387,1,6,67787,"53505 Matthew Ferry Apt. 822, New Sherriborough, NY 67787"
39783,1,0,48042,"471 Dennis Mews, East Jesse, SD 48042"
18778,2,5,26384,"26754 Evan Shoal Apt. 223, Rayland, SD 26384"
59710,1,7,3164,"798 Joyce Summit, West Williammouth, CT 03164"
72341,1,8,41356,"9030 Mark Fork, Abbottshire, OH 41356"
55855,1,7,85973,"3677 Jesse Bypass, North Patricia, OH 85973"
69903,2,5,74538,"2537 Nicholas Stream, Moralesfort, GA 74538"
31687,1,8,15229,"35823 Christopher Meadow Apt. 448, Hunterview, NH 15229"
20644,1,7,47107,"79116 Gregory Stream Apt. 333, Carlaburgh, NC 47107"
70264,1,8,21878,"67350 Rogers Points, Smithport, WY 21878"
31385,1,6,33784,"447 Mcfarland Villages, South John, NJ 33784"
72186,4,4,32490,"9415 Stacey Rest Suite 947, Mooreborough, CA 32490"
20104,1,9,84003,"701 David Lights Apt. 151, Port Taramouth, MA 84003"
27503,1,4,28493,"USCGC Diaz, FPO AA 28493"
31277,1,6,14059,"23744 Schneider Forks Apt. 371, North Mallory, KY 14059"
54087,3,7,1298,"136 Page Trail Suite 463, Lopezville, VT 01298"
81889,1,4,77808,"59000 Thomas Expressway Suite 379, Port Raymondtown, LA 77808"
88876,1,5,97288,"7072 Douglas Glens, South Heather, CO 97288"
52632,1,5,92579,"49747 Rodney Spring Apt. 177, Jasonview, WY 92579"
96515,1,4,96937,"540 Walker Island Suite 736, Dylantown, TN 96937"
42361,2,6,47452,"7696 Wesley Place, West Colleenbury, SD 47452"
93821,8,6,28871,"37617 Price Lakes, West Jennifer, WY 28871"
29355,1,10,46372,"74721 Johnson Rapids, Lake Danielville, MA 46372"
58007,1,9,67030,"10862 Edwards Rapid, North Kristinbury, HI 67030"
48427,2,6,13165,"74632 Jeffrey Circles, Griffinfurt, ND 13165"
79503,1,9,20899,"3135 Kevin Pass, Jonesside, OH 20899"
69012,1,10,47374,"97436 Richard Pines Suite 890, Delgadohaven, LA 47374"
95934,1,5,45826,"398 Gill Harbor Apt. 457, Harperport, CO 45826"
65073,1,4,34403,"22622 Michael Falls Apt. 019, Lake Lucasland, IN 34403"
43330,1,2,34283,"579 Sandoval Plaza Apt. 868, Port Jorge, KS 34283"
46178,1,6,66210,"2595 Joshua Park Apt. 638, Ravenview, VT 66210"
21347,1,6,36187,"695 Burns Burg Suite 428, Casehaven, ME 36187"
30179,4,7,31927,"047 Lisa Road Suite 868, West Frankview, GA 31927"
44226,0,1,72378,"PSC 7057, Box 4606, APO AE 72378"
41158,1,4,43017,"115 Wendy Rapid Suite 103, Priceberg, NE 43017"
75672,1,9,66774,"532 Justin Mills Apt. 318, Kennethstad, KS 66774"
92836,3,4,93875,"72242 Ryan Station Suite 580, Kyleshire, NH 93875"
57044,1,4,83447,"3493 Kennedy Brooks, Martinezmouth, MD 83447"
32615,1,5,79758,"9235 Mills Village, Amandashire, GA 79758"
55934,1,7,85849,"163 Kevin Divide Suite 292, Susanland, ME 85849"
31229,1,9,30380,"125 Ronald Forge Apt. 852, West Alexandra, DC 30380"
45688,1,5,13178,"4320 Ashley Green, Mistychester, IN 13178"
24838,0,1,24329,"2567 Vasquez Extensions, New Joseph, LA 24329"
37407,1,10,38587,"961 Allen Forks, Port Robinburgh, CT 38587"
38266,1,4,61412,"9186 Serrano Brooks, Deborahbury, KY 61412"
11693,1,5,73350,"514 Kristen Shoals, Coreyside, KS 73350"
98778,1,5,38381,"689 Michael Mission, New Gabrielleburgh, TN 38381"
94821,1,7,74320,"849 Rodney Port, East Daniel, VA 74320"
35109,1,2,86419,"7637 Krause Rue, South Lauren, MA 86419"
53031,1,9,8835,"0637 Spencer Center Suite 000, Nguyenfort, IA 08835"
97451,1,5,84528,"3490 Felicia Islands Suite 990, Stuartbury, MT 84528"
34841,4,8,34080,"134 Callahan Causeway Apt. 916, East Shawnberg, PA 34080"
61245,1,6,29543,"USCGC Sosa, FPO AE 29543"
73393,4,7,48650,"231 Steven Prairie Suite 269, North John, NY 48650"
98538,1,8,76238,"02081 Maurice Pine Suite 515, South Nicholasbury, ME 76238"
93746,3,6,76123,"65902 Lee Knolls, New Amber, TN 76123"
73276,1,5,39829,"4192 Thompson Glens, Russellchester, HI 39829"
95128,10,7,13214,"83010 Harmon Prairie Apt. 770, South Nataliebury, NC 13214"
83375,1,8,62285,"941 Vaughn Burgs, East Michaelport, WI 62285"
11796,6,8,28805,"91672 Simpson Island Apt. 945, Maynardstad, ID 28805"
39884,1,9,25970,"603 Wells Expressway Suite 035, Lake Claudia, DE 25970"
77973,1,7,65123,"82774 Daniel Forest, South Peter, AR 65123"
93819,1,5,99839,"040 Matthew Fords Suite 241, Andrewstad, GA 99839"
21438,2,8,81812,"1099 Davis Drive, Port Robert, IN 81812"
24738,1,9,86059,"60061 Murphy Orchard Suite 463, Port Matthewton, AR 86059"
44100,1,9,16964,"85178 Sonya Stream Suite 854, Port John, NC 16964"
32734,1,5,32564,"39227 Vanessa Roads Suite 983, Sandersmouth, OR 32564"
34131,2,10,64786,"976 Brown Pine, Guerreroton, CA 64786"
63728,1,7,49157,"577 Diana Ridges Suite 442, South William, OR 49157"
37980,1,4,98743,"83079 Wilson Valleys, Port Renee, FL 98743"
71018,1,8,49492,"808 Ann Port Apt. 662, Lake Nicholas, ID 49492"
39445,1,5,64051,"788 Richardson Forest, Lancefort, WI 64051"
68831,1,7,28362,"9967 Todd Springs Suite 002, Teresatown, ME 28362"
15851,1,9,88179,"273 Bradley Island, Valeriehaven, LA 88179"
95452,8,8,66202,"6794 Yu Harbor Suite 338, South Bobby, SD 66202"
95086,1,8,14883,"76513 Maldonado Fork Apt. 309, New Elizabeth, NJ 14883"
76962,1,6,36540,"PSC 8336, Box 2923, APO AP 36540"
48992,1,8,1270,"71373 Lisa Turnpike Suite 259, East Caleb, ND 01270"
30467,1,7,72128,"4848 Lisa Via Apt. 195, East Tracey, PA 72128"
76878,1,9,23280,"3912 Eddie Shore Apt. 729, Phillipstown, KS 23280"
18204,1,4,89710,"Unit 0903 Box 8243, DPO AA 89710"
67642,1,10,6018,"869 Griffith Field, New Emily, OH 06018"
23040,6,10,19075,"497 Ballard Mills, Lake Steven, CO 19075"
88805,2,6,51964,"1245 Johnson Spring Suite 760, Simsburgh, WA 51964"
24991,3,5,41115,"213 Ryan Locks Suite 183, Hendersontown, SC 41115"
14291,1,3,78347,"3265 Lara Shore Suite 460, West Guyborough, AL 78347"
80104,10,9,71285,"036 Dwayne Village, Port Caitlyn, CA 71285"
17254,7,4,96507,"32668 Lara Shore Apt. 213, Lake Kevin, PA 96507"
46652,1,6,96140,"1758 Thompson Hill, Davidstad, WV 96140"
79204,1,6,63715,"PSC 6195, Box 7899, APO AE 63715"
72464,1,4,42033,"6650 Manning Causeway Suite 580, East Lindsay, CO 42033"
94404,1,7,52925,"537 Reyes Fort, West Jeremybury, GA 52925"
78627,1,5,38108,"51910 Derrick Walk, Davidshire, PA 38108"
12697,4,6,83294,"176 Colleen Centers Apt. 151, Port Angelafort, IA 83294"
40244,1,6,23569,"377 Johnson Fork Apt. 153, Willisshire, NM 23569"
65825,1,6,9298,"5473 Rivera Plaza Apt. 637, South Nicolechester, UT 09298"
76825,5,8,55727,"21005 Barajas Fork, Morrisberg, MS 55727"
89238,3,5,8622,"57160 Burke Walks, Allenmouth, MD 08622"
62760,1,8,1047,"113 Kim Locks Apt. 045, Masonton, ND 01047"
88501,2,9,70046,"Unit 2983 Box 0317, DPO AP 70046"
59975,6,5,43614,"8675 Cynthia Mountains, New Todd, AR 43614"
37745,1,9,53139,"0464 John Forges, Lake Ginaberg, NM 53139"
91451,1,7,41477,"94185 Michael Shores Apt. 303, Port Leah, DE 41477"
82164,1,7,1930,"02276 Flores Mall, Millertown, LA 01930"
36419,1,3,40962,"13929 Thompson Vista, Gentryton, AL 40962"
90175,1,9,55523,"8678 Michael Cape Apt. 374, South Timothy, KY 55523"
14683,9,4,68724,"Unit 0806 Box 6985, DPO AP 68724"
10139,1,4,53225,"0691 Anthony Grove Suite 942, Jessicamouth, KS 53225"
83289,1,6,61752,"79348 Johnson Dale Apt. 337, Stephanieview, TN 61752"
11569,1,4,83970,"246 Sanford Wall Apt. 361, Laraland, WI 83970"
34093,3,4,16328,"42990 Carrie Streets Apt. 244, Thompsontown, WV 16328"
67696,1,6,96064,"Unit 3520 Box 1033, DPO AP 96064"
21808,1,7,42921,"828 Griffin Land, Port Anthonytown, AZ 42921"
37589,1,4,94567,"3790 Stephenson Valley Apt. 464, Johnport, IA 94567"
12906,1,8,30149,"06946 Cohen Branch, Skinnermouth, KY 30149"
52579,1,7,93613,"9489 William Lane, Castromouth, NE 93613"
30715,1,8,12147,"775 Kimberly Circles, Lorettaport, NC 12147"
40203,1,7,21075,"063 Bailey Lane, Jamiemouth, HI 21075"
24748,1,5,52041,"3807 Diana Shoal Suite 190, Port Collinborough, NC 52041"
26888,1,5,1590,"9529 Melissa Knoll Apt. 210, New April, MA 01590"
37113,3,10,22579,"1809 Christian Course, Port Ronaldshire, IL 22579"
90700,1,6,8918,"44551 Amanda Mount Suite 782, Rachaelville, MD 08918"
77397,1,7,21388,"705 Dale Plains Suite 421, Douglasview, MD 21388"
67749,1,4,94543,"5038 Mathis Centers, Gallegosmouth, CA 94543"
59473,1,5,75896,"79617 Danielle Spurs, Woodchester, AR 75896"
82868,1,8,35447,"4444 Sanders Vista Apt. 609, Taylorberg, VA 35447"
91188,1,7,59955,"3761 Kelly Pine Suite 471, Rodriguezhaven, OH 59955"
49771,1,6,83404,"06614 Thomas Road, Hensleyberg, KY 83404"
55965,1,9,76142,"200 Arnold Wells, West Nicolestad, MD 76142"
97960,1,7,19541,"6426 Richard Fords Suite 107, South Jasonfort, ME 19541"
51575,1,8,45550,"159 Sharon Bridge, East Sabrina, MS 45550"
70808,1,3,71210,"29727 Andrea Shoal, Mcneilside, OR 71210"
16250,0,2,30281,"2359 Hunter Field Suite 700, Port Joseph, MS 30281"
55583,1,7,32167,"34618 Valdez Station, Dianaport, ME 32167"
56713,0,1,17047,"31005 Johnny Burg Suite 797, North Anthonybury, PA 17047"
63853,1,8,45361,"2756 Brenda Wall Suite 463, South Sarahside, DC 45361"
64172,1,10,10144,"864 Christopher Key Apt. 047, Lake Nancy, AK 10144"
20764,1,1,10220,"6157 Ward Loop, Wagnerport, IN 10220"
14925,1,10,43648,"979 Dawn Pike Apt. 595, Fowlerchester, RI 43648"
75698,1,9,28232,"004 Garrett Summit, Williammouth, GA 28232"
13356,1,10,80333,"7678 Bolton Ridge, South Jessica, ND 80333"
64411,9,7,51979,"04810 Morton Valleys Suite 076, Lake Tonyshire, WI 51979"
53511,4,6,24073,"817 Annette Inlet Apt. 903, Garciabury, DC 24073"
22333,1,8,96992,"9732 Stewart Camp, Espinozahaven, OK 96992"
10791,1,7,15680,"6371 Brendan Mills Apt. 440, South Josephshire, MI 15680"
46637,1,9,36933,"6950 Stacie Avenue, Johnsonland, IN 36933"
94397,3,8,6386,"3744 Lindsey Track, Port Alexander, NH 06386"
14988,1,0,1329,"74959 Thompson Cliffs Apt. 977, Sarahmouth, CO 01329"
85589,1,6,35245,"59853 Jones Motorway, Chapmanchester, NE 35245"
68058,0,2,34800,"9831 Elizabeth Isle, North Dale, NE 34800"
23328,1,6,45658,"0616 Jodi Tunnel Suite 375, Stephaniestad, NY 45658"
83524,1,8,15025,"452 Brooks Mall, Herringstad, AZ 15025"
33281,1,6,28530,"7493 Williams Hills, South William, MN 28530"
63697,1,6,93028,"28367 Amanda Plain Apt. 500, Deleonfurt, WI 93028"
40899,1,5,76307,"0289 Kathleen Walks Suite 154, Tammyshire, GA 76307"
51764,1,9,44193,"1495 Rick Forest, Lake Anthonyfurt, NH 44193"
51591,1,9,49490,"871 Cain Fords, Lake Andrewburgh, SD 49490"
24476,1,6,603,"070 Hoover Extension, Lake Eric, DC 00603"
23199,1,6,23510,"49056 Jones Vista, Luisshire, MS 23510"
22949,3,8,66418,"612 Mathews Glen, Hernandezland, GA 66418"
91351,1,3,90619,"PSC 2613, Box 3993, APO AE 90619"
38407,1,7,37969,"135 Gilbert Villages, South Latasha, ME 37969"
99592,1,1,76324,"USNV English, FPO AA 76324"
49741,1,7,75934,"42526 Bonnie Trace, Harrisburgh, AL 75934"
49575,1,3,69158,"4818 Meza Crest Suite 671, Lake Nicholasside, NY 69158"
28419,1,6,80982,"8046 Kenneth Lane, Lake Bradleychester, LA 80982"
57045,1,1,2741,"407 Hall Estate, West John, SC 02741"
89169,1,9,18288,"38763 Roy Courts, Lake Zoe, WA 18288"
81985,7,4,32250,"474 Robinson Island Apt. 270, North David, MD 32250"
50791,3,7,48563,"8754 Quinn Prairie, New Charlestown, KS 48563"
46202,1,5,49030,"7945 Douglas Trafficway, Port John, DC 49030"
47754,1,8,45805,"5292 Logan Neck Suite 815, Ericport, NJ 45805"
54037,1,10,4580,"8198 Donovan Valleys Apt. 057, Lake Carl, NH 04580"
11107,1,6,87453,"57195 Stewart Groves Suite 463, North Michaelborough, NY 87453"
36070,1,7,76040,"606 Christopher Crescent, Lake Sean, NV 76040"
67536,1,9,56037,"502 Sabrina Flats, North Alanton, PA 56037"
49592,1,7,11494,"4246 Ann Ramp, Lopezhaven, UT 11494"
80127,1,7,15333,"34223 Nicole Plains Apt. 171, Lake Nancy, NJ 15333"
51589,2,8,30019,"019 May Court Apt. 640, North Judith, MD 30019"
32563,1,4,65537,"677 Lori Brooks Suite 857, Carpenterhaven, WV 65537"
70059,1,5,46648,"74260 Armstrong Lodge, Tammytown, CT 46648"
67240,1,10,36954,"1365 Duran Ford, West Richardberg, NE 36954"
87914,1,6,94532,"1066 Kristy Lodge Apt. 030, Gonzaleztown, HI 94532"
28530,1,6,64715,"3962 Olivia Brooks, Josephfurt, DE 64715"
77555,1,6,32084,"439 Mullins Fords, Brownhaven, MT 32084"
80470,1,6,82077,"784 Oliver Cliffs, North Shannonview, NY 82077"
21472,2,9,32292,"USNV Jones, FPO AA 32292"
61043,1,6,19549,"406 Stuart Terrace, New Phillip, ID 19549"
91969,4,8,67268,"PSC 8756, Box 7612, APO AE 67268"
40140,1,5,27481,"2887 Myers Brooks, Martinezfurt, MI 27481"
58914,1,5,45360,"460 Sarah Heights, South Tashafurt, HI 45360"
40333,1,7,19643,"63115 Lee Unions Apt. 840, New Christopher, MA 19643"
89296,3,9,64490,"95974 Brian Way Suite 827, West Kristinafort, MD 64490"
58605,1,5,17678,"8173 Matthew Estates, Davidbury, NM 17678"
53551,1,5,37068,"096 Johnny Village Apt. 566, Sandraberg, RI 37068"
60443,1,1,5341,"76112 Johnson Walks, Xavierchester, CT 05341"
75635,1,1,29187,"55131 Padilla Lock, Warrenville, NM 29187"
43923,1,5,58946,"055 Warren Crossroad, East Jessica, SD 58946"
49518,1,8,75943,"762 Anthony Roads Suite 867, West Michellemouth, HI 75943"
18694,1,9,23098,"4163 Kevin Plaza Apt. 177, Lake Lauraburgh, KY 23098"
92425,1,10,76866,"USCGC Romero, FPO AE 76866"
79979,1,9,16730,"4782 Raymond Meadow, South Kristaport, IN 16730"
77376,2,5,18524,"2728 Ronald Meadow Apt. 372, North Noah, NJ 18524"
90668,1,10,75865,"13294 Raymond Mountain Suite 579, Port Angelastad, MN 75865"
15165,1,6,59663,"8956 James Keys Suite 034, North Alyssaville, NY 59663"
91738,1,9,83236,"PSC 6144, Box 4917, APO AE 83236"
77887,1,8,45426,"524 Tamara Gateway, West Howardport, IA 45426"
26511,1,9,33277,"8629 Thomas Tunnel, North Nicholas, WA 33277"
56187,1,6,37936,"16151 Castro Way Apt. 327, Lake Amy, MS 37936"
72332,1,5,69128,"132 Ashley Squares, Courtneytown, AK 69128"
29725,1,10,20513,"768 Jeffery Radial, Carlsonchester, NV 20513"
71045,1,10,96595,"30660 Butler Walks, Conleyburgh, AZ 96595"
31091,1,6,77238,"4014 White Canyon, South Cynthiamouth, IL 77238"
45353,1,10,89203,"97632 May Views Apt. 957, Lake Elizabeth, CO 89203"
49603,1,8,14481,"8493 Buckley Rapid Suite 420, Pinedaburgh, DC 14481"
98233,1,9,60348,"PSC 4621, Box 1660, APO AA 60348"
32341,1,10,7993,"9734 Chelsea Ridges, Ryanville, MI 07993"
73683,1,8,9956,"685 Cheryl Locks, Haleyburgh, OR 09956"
35744,1,8,94381,"59490 Baker Plaza Suite 321, Garciaburgh, DC 94381"
86044,1,8,25319,"7158 Nicholas Inlet Suite 657, North Melanie, CO 25319"
50098,3,9,25875,"433 Lewis Gardens Suite 801, West Johnburgh, IN 25875"
69459,2,10,58782,"57550 Weber Ridges, New Dawnview, NJ 58782"
61031,1,6,5579,"639 Danny Neck Apt. 650, Port Abigailtown, LA 05579"
97299,1,6,55966,"236 James Street Apt. 439, Courtneyport, RI 55966"
38957,1,5,47254,"329 Gloria Crescent, South Timothyside, VT 47254"
58964,1,10,46987,"USS Wade, FPO AP 46987"
54587,1,7,89460,"8622 Morrison Valleys Apt. 625, Boydview, KS 89460"
42029,1,8,43569,"22408 Renee Passage Apt. 253, Howardchester, NC 43569"
23508,1,8,98040,"6455 Lara Shores, Port Katherinefurt, MT 98040"
85577,3,7,52388,"1181 Terri Expressway Apt. 460, New Charles, GA 52388"
63337,9,8,85918,"713 Paul Dam, South Drew, MO 85918"
82393,1,8,9243,"735 Rubio Mount Suite 765, West Michaelfurt, MN 09243"
10349,1,3,56452,"742 Brown Vista, Bethtown, MO 56452"
10941,1,8,68637,"40644 Johnson Junction, Joshuaton, OR 68637"
14277,1,4,81436,"482 Angela Cliff Suite 661, Ashleybury, OH 81436"
97821,1,4,12802,"34838 John Mill Apt. 826, Princechester, AL 12802"
47889,1,6,38582,"20338 Shawn Villages, Foxfort, NV 38582"
85314,1,5,71619,"38820 Sims Mills, Clarkmouth, RI 71619"
25246,1,2,10963,"08913 Fuller Road Apt. 333, Port Johnmouth, AZ 10963"
91323,9,6,53405,"18224 Shirley Street, North Lisaville, MT 53405"
27418,1,9,94131,"195 Aguilar Center Apt. 179, New Steveland, SC 94131"
10233,0,2,14286,"8856 Jared Stream Apt. 910, West Sarah, NY 14286"
65972,1,8,31811,"PSC 6705, Box 6285, APO AP 31811"
92493,1,4,14784,"Unit 5723 Box 6225, DPO AA 14784"
41901,1,8,6468,"787 Lacey Forges, Kathrynmouth, OH 06468"
53591,9,8,8988,"61478 Calhoun Burg, New Austin, IA 08988"
81483,5,5,8661,"324 Matthew Harbors Apt. 259, Bartonton, WY 08661"
90890,1,6,15042,"45367 Warren Cliffs, North Robertborough, UT 15042"
93341,1,7,93921,"68285 Woods Summit Apt. 957, Port Carolineberg, IA 93921"
87907,1,10,62186,"41907 Lewis Street, Jasonfort, LA 62186"
84661,1,2,37023,"44080 Collins Dale, Smithchester, ND 37023"
10579,1,8,69465,"01100 Holden Mews Suite 510, Lake Christina, WA 69465"
52279,6,8,52319,"7919 Marc Ferry Suite 870, Whitetown, MD 52319"
65769,1,4,54451,"Unit 8598 Box 9086, DPO AA 54451"
50723,1,3,46652,"0688 Mary Knoll, Lake Tylerhaven, MI 46652"
64136,6,9,28682,"131 Torres Hills Suite 103, Charlesberg, LA 28682"
42849,1,4,53458,"PSC 1057, Box 5778, APO AP 53458"
72218,1,9,49879,"475 Austin Summit Apt. 077, East Mary, MS 49879"
76172,4,8,7771,"412 Michael Shores, East Aliciatown, ND 07771"
30677,1,7,16364,"1036 Hunt Lane Apt. 449, East Amy, RI 16364"
94312,10,5,42712,"40636 Gomez Camp Suite 004, New Kellyport, LA 42712"
42414,4,9,18984,"USNV Horn, FPO AE 18984"
93124,3,8,50355,"75401 Laura Square Apt. 374, North Katherine, WI 50355"
31987,2,8,46823,"314 Aaron Fall Suite 408, Lake Amandafort, IN 46823"
21034,1,7,63423,"USNV Castro, FPO AA 63423"
64894,1,3,36403,"35050 Long Harbor, Flynnberg, KY 36403"
39214,1,5,81260,"700 Rachel Wells, Paultown, TX 81260"
15042,1,4,30546,"897 Jennifer Fall, South Kendrafurt, OK 30546"
76737,1,4,29787,"USNS Collier, FPO AA 29787"
97836,0,4,90342,"1644 Ortiz Lodge, Julieburgh, IN 90342"
86314,2,10,82541,"653 Alexander Club, Port Kathleen, GA 82541"
44501,1,5,18474,"780 Brent Rapid, Paulhaven, NE 18474"
52146,1,7,51696,"079 Sonya Passage Suite 504, Danaview, CO 51696"
37781,1,7,27376,"79598 Samantha Court Suite 006, Breannaville, AK 27376"
39554,5,10,11746,"2497 Timothy Skyway, Lake Meredith, WI 11746"
49135,1,7,84795,"757 Torres Camp, East Kevin, NH 84795"
35387,1,4,50319,"20805 Carpenter Tunnel, Lambertton, ID 50319"
71719,2,8,81139,"7862 Reeves Groves, North Shanechester, NJ 81139"
89463,1,9,13661,"7662 Davis Turnpike Apt. 482, Port Veronicafurt, NJ 13661"
51178,0,3,60840,"PSC 1625, Box 0928, APO AP 60840"
17003,1,4,25747,"USS Steele, FPO AE 25747"
32701,1,7,14630,"95234 Tran Ranch, East Joyce, ID 14630"
76971,1,8,11843,"9567 Ariel Lake, North Robert, SC 11843"
87746,2,7,43658,"95332 Susan Station Suite 724, Rodriguezview, NV 43658"
63588,9,8,54357,"75714 Robert Plains Apt. 696, West Stephanie, NC 54357"
94231,1,5,41760,"533 Davis Haven Apt. 457, Lake Thomaston, GA 41760"
65802,6,9,14025,"270 Teresa Cliff, Wrightmouth, VA 14025"
32126,2,5,2582,"573 Jackson Valleys Suite 880, Kristenmouth, NC 02582"
24761,1,4,56551,"USNV Williams, FPO AE 56551"
16200,1,4,21299,"821 Smith Route, New Kellyland, MA 21299"
34121,3,7,60511,"PSC 8604, Box 4055, APO AE 60511"
61640,1,7,53112,"81337 Berger Centers Suite 317, Kristenmouth, OR 53112"
20822,3,4,80938,"490 Michael Villages Apt. 001, Hallmouth, CO 80938"
19427,1,7,86184,"USS Miller, FPO AA 86184"
80422,1,6,75369,"87920 Timothy Trace, Wilsonview, UT 75369"
36194,2,7,28188,"24319 Jones Fords, Williamsshire, MO 28188"
93772,1,9,65485,"0405 Mary Key Apt. 184, Wagnerville, OK 65485"
40287,9,10,75785,"1107 Shirley Rapid Suite 578, North Ricardo, IA 75785"
48313,1,5,43914,"174 Vance Island, Donnashire, DE 43914"
64540,5,7,2103,"PSC 0692, Box 0752, APO AP 02103"
24362,1,10,4272,"23900 Cory Island Apt. 273, North Kaitlyn, VA 04272"
11382,1,5,77386,"019 Eric Motorway, Lesliechester, SC 77386"
72750,2,10,40101,"6708 Gutierrez Cliff, Jonesmouth, MN 40101"
31888,2,5,86409,"61927 Villanueva Pines, Kennethfurt, VA 86409"
60168,1,7,9599,"313 Murphy Corners, West Caitlinmouth, VA 09599"
99039,1,2,23776,"8196 Jennifer Pike, East Thomas, SC 23776"
35702,1,6,15338,"23370 Eric Green, East Kennethville, MN 15338"
14222,1,8,77841,"0761 Harrison Junctions, Ryanhaven, CT 77841"
71638,1,5,92952,"9384 Berry Ridge Suite 589, Maryport, AL 92952"
23553,1,8,84364,"66543 Smith Camp Suite 449, Petersonport, ID 84364"
17525,1,6,4967,"PSC 9320, Box 7121, APO AE 04967"
19253,1,7,52689,"02756 Lisa Station Apt. 674, Blanchardborough, NY 52689"
81181,3,6,10425,"19468 Becker Island, Lake Loganchester, NH 10425"
56055,1,6,40983,"5889 Gibson Causeway, Port Juanmouth, ID 40983"
76993,1,10,90832,"PSC 8236, Box 4230, APO AP 90832"
53105,1,8,45967,"75445 Quinn Glens Suite 346, Lake Davidstad, OR 45967"
80743,1,5,39908,"USNS Medina, FPO AP 39908"
10827,1,7,52260,"164 Gina Lock Suite 589, South Amyshire, SC 52260"
22272,1,7,86515,"4545 Charles Hills, Bradleyberg, OR 86515"
13148,1,0,1907,"464 Harrington Route Apt. 818, Marksbury, WI 01907"
47312,1,9,24440,"560 James Loaf, Lake Christine, AL 24440"
88416,1,10,13815,"236 Scott Fields Suite 110, Wagnerside, NH 13815"
94083,1,8,32741,"USCGC Williams, FPO AA 32741"
39020,1,8,15680,"7133 Thomas Viaduct, Brianville, AK 15680"
83685,1,5,24462,"385 Murray Parks Suite 330, East Thomas, NY 24462"
47121,1,8,97974,"39743 Lynn Mountains Apt. 085, Wilsonhaven, VT 97974"
13460,1,10,9504,"05330 Cheyenne Island Suite 098, West Terry, KS 09504"
11396,1,4,77673,"83977 Mcneil Forge, Petersstad, OK 77673"
81673,2,6,27135,"45330 Sanchez Summit, Christopherborough, MD 27135"
51170,1,6,60768,"800 Woodard Lodge, New Jessica, ID 60768"
99916,2,5,73216,"0854 Larry Causeway Apt. 894, New Melissa, MN 73216"
98946,2,6,93458,"96181 Myers Bridge Suite 204, Robertville, AR 93458"
41689,1,7,27331,"53810 Michael Parks, Brendabury, WA 27331"
18869,1,8,31531,"920 Wilkins Turnpike Suite 541, Kennedyberg, IA 31531"
30876,2,5,11742,"458 Sutton Ports Suite 521, Lake Frederickborough, DE 11742"
51664,1,5,14181,"71651 David Walks Apt. 030, Alexanderfort, CT 14181"
43074,1,5,43890,"8798 Jensen Stravenue, Weberberg, ND 43890"
67482,2,7,90399,"Unit 0460 Box 0476, DPO AP 90399"
53982,2,8,66265,"Unit 7030 Box 7275, DPO AP 66265"
14110,1,9,29081,"648 Lisa Canyon, New Ryan, OH 29081"
29535,1,8,10134,"26188 Alvarado Creek Apt. 664, New Michael, MN 10134"
25609,1,10,88915,"2081 Jeremy Canyon, Jonville, NV 88915"
67234,1,7,85553,"7783 Charles Plaza, East Johnview, OH 85553"
38195,7,5,12734,"65049 Brown Skyway, West Michelleberg, AL 12734"
78614,3,7,79822,"5074 Kevin Crossroad Apt. 570, Port Amber, KS 79822"
61292,2,9,53216,"5104 Lawson Crest Apt. 663, East Tracyborough, OR 53216"
34117,1,10,40731,"12521 Dawson Pass Suite 392, North Lisa, GA 40731"
73313,1,8,73766,"USNV Kim, FPO AA 73766"
18763,1,6,82295,"956 Ralph Flats, Josephstad, ID 82295"
46577,2,5,66588,"5022 Catherine Glen Suite 391, Janicehaven, MT 66588"
90296,1,10,1497,"3050 Darrell Alley Apt. 021, Smallville, AK 01497"
77400,1,4,18359,"580 Jasmine Loop Apt. 230, Lake Juanbury, MO 18359"
76254,1,7,97017,"301 Macdonald Skyway, Karenhaven, AR 97017"
39529,2,9,32904,"68406 Kelsey Brooks Apt. 854, Charlesfurt, MT 32904"
50070,2,6,47363,"653 Isabella Brook, South Tylerchester, NC 47363"
50575,1,9,36980,"3261 Lisa Meadow, North Meganborough, NY 36980"
41477,1,3,68755,"765 Morgan Lock Suite 196, Caldwellland, MI 68755"
53210,1,0,87798,"1062 Barnes Mountains, Port Renee, GA 87798"
89549,0,1,2593,"6491 Pope Burg Suite 144, Michellemouth, NE 02593"
